store_nbr,item_nbr,family,total_demand,average_daily_demand,demand_std,active_sales_days,sales_frequency,coefficient_of_variation,abc_class,safety_stock,reorder_point,replenishment_risk
47,1047774,BEVERAGES,7266.0,13.33,43.61,545,0.9206,3.2715678919729934,A,190.38,283.7,High Risk
49,1463820,BEVERAGES,14112.0,24.33,25.91,580,0.9797,1.0649404027949034,A,113.09,283.41,High Risk
47,848765,GROCERY I,13552.0,23.13,27.28,586,0.9899,1.1794206658019888,A,119.1,280.99,High Risk
49,906979,BEVERAGES,5755.0,11.79,45.09,488,0.8243,3.824427480916031,A,196.84,279.39,High Risk
45,877514,CLEANING,13258.0,22.47,27.93,590,0.9966,1.2429906542056075,A,121.91,279.21,High Risk
44,1463807,BEVERAGES,9691.0,16.43,37.6,590,0.9966,2.2884966524650032,A,164.13,279.1,High Risk
47,1240160,BEVERAGES,11802.0,21.15,30.01,558,0.9426,1.4189125295508276,A,131.03,279.08,High Risk
44,215331,GROCERY I,14296.0,24.27,24.88,589,0.9949,1.0251339101771735,A,108.61,278.51,High Risk
49,1157329,GROCERY I,12362.0,21.28,29.64,581,0.9814,1.3928571428571428,A,129.38,278.32,High Risk
47,402174,GROCERY I,13491.0,23.34,26.27,578,0.9764,1.125535561268209,A,114.69,278.08,High Risk
44,510054,GROCERY I,8171.0,16.05,37.76,509,0.8598,2.3526479750778813,A,164.84,277.22,High Risk
49,1964804,BEVERAGES,8202.0,18.68,33.5,439,0.7416,1.7933618843683083,A,146.24,277.02,High Risk
44,841614,CLEANING,7707.0,13.27,42.15,581,0.9814,3.1763376036171818,A,184.0,276.86,High Risk
47,1464217,BEVERAGES,12344.0,20.99,29.68,588,0.9932,1.4140066698427824,A,129.56,276.51,High Risk
47,1255777,BEVERAGES,6574.0,13.28,42.04,495,0.8361,3.16566265060241,A,183.53,276.49,High Risk
49,1464027,BEVERAGES,8291.0,18.93,32.95,438,0.7399,1.740623349181194,A,143.86,276.37,High Risk
47,1158719,GROCERY I,10199.0,22.27,27.3,458,0.7736,1.22586439155815,A,119.19,275.07,High Risk
45,578097,DAIRY,13669.0,23.73,24.8,576,0.973,1.0450906026127265,A,108.26,274.37,High Risk
47,839363,BEVERAGES,13861.0,23.86,24.3,581,0.9814,1.0184409052808048,A,106.08,273.08,High Risk
44,1919935,GROCERY I,6412.0,21.59,27.76,297,0.5017,1.285780453913849,A,121.19,272.32,High Risk
25,518094,BEVERAGES,11472.0,22.58,25.92,508,0.8581,1.1479185119574846,A,113.15,271.23,High Risk
44,1964804,BEVERAGES,7433.0,16.89,35.04,440,0.7432,2.0746003552397867,A,152.95,271.2,High Risk
47,584246,MEATS,7963.208,18.35,32.33,434,0.7331,1.761852861035422,A,141.13,269.56,High Risk
47,1975715,GROCERY I,8285.0,20.87,28.11,397,0.6706,1.3469094393866794,A,122.73,268.81,High Risk
49,1964738,BEVERAGES,8490.0,19.98,29.46,425,0.7179,1.4744744744744744,A,128.62,268.46,High Risk
49,1066900,BEVERAGES,8416.0,22.5,25.36,374,0.6318,1.1271111111111112,A,110.71,268.23,High Risk
47,1958238,BEVERAGES,10336.0,17.91,32.69,577,0.9747,1.8252372975991065,A,142.71,268.11,High Risk
47,1404385,BEVERAGES,12360.0,21.61,26.75,572,0.9662,1.2378528459046738,A,116.77,268.03,High Risk
47,1118775,GROCERY I,6884.0,12.12,41.92,568,0.9595,3.4587458745874593,A,182.99,267.83,High Risk
49,1464029,BEVERAGES,7830.0,15.82,35.95,495,0.8361,2.2724399494311,A,156.92,267.65,High Risk
47,1463820,BEVERAGES,11174.0,19.17,30.25,583,0.9848,1.5779864371413665,A,132.07,266.24,High Risk
44,360703,GROCERY I,5261.0,11.12,43.15,473,0.799,3.8803956834532376,A,188.38,266.24,High Risk
49,105574,GROCERY I,12692.0,21.51,26.39,590,0.9966,1.2268712226871221,A,115.21,265.79,High Risk
44,1071949,BEVERAGES,9103.0,16.7,33.81,545,0.9206,2.024550898203593,A,147.58,264.5,High Risk
44,219150,BEVERAGES,8250.0,23.17,23.31,356,0.6014,1.0060422960725075,A,101.77,263.99,High Risk
47,1114567,BEVERAGES,5598.0,20.06,28.13,279,0.4713,1.4022931206380858,A,122.79,263.24,High Risk
44,1958187,BEVERAGES,11247.0,19.16,29.53,587,0.9916,1.541231732776618,A,128.9,263.02,High Risk
49,907684,BEVERAGES,11367.0,19.67,28.71,578,0.9764,1.4595831215048296,A,125.34,263.01,High Risk
49,938566,GROCERY I,5596.0,11.88,41.12,471,0.7956,3.4612794612794606,A,179.5,262.67,High Risk
45,1920080,GROCERY I,5548.0,21.26,25.67,261,0.4409,1.2074317968015051,A,112.04,260.84,High Risk
47,907684,BEVERAGES,9378.0,16.2,33.67,579,0.978,2.0783950617283953,A,146.99,260.37,High Risk
44,1937454,BEVERAGES,9431.0,19.09,28.81,494,0.8345,1.5091671031953902,A,125.75,259.39,High Risk
45,2010568,GROCERY I,10825.0,20.98,25.72,516,0.8716,1.2259294566253573,A,112.27,259.12,High Risk
47,1964850,BEVERAGES,8071.0,14.95,35.29,540,0.9122,2.3605351170568563,A,154.05,258.67,High Risk
47,627263,GROCERY I,11957.0,20.44,26.42,585,0.9882,1.2925636007827788,A,115.35,258.43,High Risk
49,769314,CLEANING,11948.0,20.25,26.72,590,0.9966,1.319506172839506,A,116.66,258.41,High Risk
45,1964804,BEVERAGES,7500.0,17.08,31.71,439,0.7416,1.8565573770491806,A,138.43,258.02,High Risk
45,938576,GROCERY I,10134.0,18.33,29.58,553,0.9341,1.613747954173486,A,129.11,257.39,High Risk
49,1951039,BEVERAGES,12456.0,21.97,23.72,567,0.9578,1.079654073736914,A,103.54,257.32,High Risk
49,1118775,GROCERY I,6051.0,10.96,40.94,552,0.9324,3.735401459854014,A,178.74,255.47,High Risk
44,1047772,BEVERAGES,12051.0,21.99,22.97,548,0.9257,1.0445657116871305,A,100.29,254.22,High Risk
45,1404385,BEVERAGES,12680.0,21.94,22.6,578,0.9764,1.0300820419325434,A,98.64,252.21,High Risk
25,464374,BEVERAGES,10030.0,19.48,26.42,515,0.8699,1.3562628336755647,A,115.35,251.68,High Risk
45,2010329,GROCERY I,12120.0,20.58,24.4,589,0.9949,1.185617103984451,A,106.53,250.58,High Risk
47,1037857,BEVERAGES,9909.0,18.45,27.8,537,0.9071,1.5067750677506777,A,121.37,250.54,High Risk
44,310671,GROCERY I,12161.0,20.97,23.61,580,0.9797,1.1258941344778255,A,103.07,249.84,High Risk
47,1091366,GROCERY I,9831.0,17.87,27.79,550,0.9291,1.5551203133743703,A,121.32,246.44,High Risk
49,1930967,GROCERY I,10801.0,18.98,25.95,569,0.9611,1.3672286617492095,A,113.3,246.18,High Risk
47,1981370,GROCERY I,5853.0,19.45,24.9,301,0.5084,1.2802056555269923,A,108.72,244.84,High Risk
47,938567,GROCERY I,6714.0,12.3,35.78,546,0.9223,2.908943089430894,A,156.21,242.29,High Risk
49,938567,GROCERY I,6065.0,10.75,38.07,564,0.9527,3.5413953488372094,A,166.19,241.46,High Risk
45,769314,CLEANING,10810.0,18.35,25.87,589,0.9949,1.4098092643051772,A,112.93,241.4,High Risk
47,1281011,BEVERAGES,11074.0,19.74,23.57,561,0.9476,1.1940222897669708,A,102.88,241.05,High Risk
44,852620,CLEANING,11666.0,20.36,22.55,573,0.9679,1.1075638506876229,A,98.43,240.94,High Risk
44,302997,GROCERY I,9357.0,16.05,29.42,583,0.9848,1.8330218068535826,A,128.42,240.76,High Risk
44,1146802,GROCERY I,12199.0,21.07,21.17,579,0.978,1.0047460844803038,A,92.44,239.92,High Risk
47,1306198,CLEANING,11808.0,20.43,22.19,578,0.9764,1.0861478218306413,A,96.86,239.87,High Risk
44,1975680,GROCERY I,7751.0,14.17,32.11,547,0.924,2.2660550458715596,A,140.18,239.37,High Risk
45,1047775,BEVERAGES,7140.0,12.96,33.88,551,0.9307,2.6141975308641974,A,147.91,238.62,High Risk
45,936341,GROCERY I,11686.0,20.43,21.71,572,0.9662,1.0626529613313755,A,94.76,237.77,High Risk
47,938575,GROCERY I,5274.0,9.75,38.77,541,0.9139,3.9764102564102566,A,169.26,237.5,High Risk
47,933780,GROCERY I,9616.0,17.42,26.35,552,0.9324,1.512629161882893,A,115.01,236.96,High Risk
44,1047773,BEVERAGES,8138.0,15.15,29.86,537,0.9071,1.9709570957095708,A,130.35,236.43,High Risk
45,115894,GROCERY I,8511.0,14.62,30.68,582,0.9831,2.0984952120383036,A,133.93,236.29,High Risk
45,1050142,BEVERAGES,5634.0,15.65,28.69,360,0.6081,1.833226837060703,A,125.26,234.81,High Risk
45,1047773,BEVERAGES,8461.0,15.22,29.38,556,0.9392,1.9303547963206307,A,128.25,234.77,High Risk
44,1173210,CLEANING,10706.0,18.3,24.3,585,0.9882,1.3278688524590163,A,106.07,234.18,High Risk
49,1948483,BEVERAGES,10449.0,18.86,23.25,554,0.9358,1.2327677624602333,A,101.51,233.53,High Risk
49,346065,GROCERY I,8960.0,15.19,28.87,590,0.9966,1.9005924950625412,A,126.02,232.33,High Risk
47,1975558,GROCERY I,7152.0,17.15,25.54,417,0.7044,1.4892128279883383,A,111.48,231.54,High Risk
45,1148812,BEVERAGES,9427.0,17.96,24.22,525,0.8868,1.3485523385300666,A,105.71,231.4,High Risk
45,1958238,BEVERAGES,8038.0,13.95,30.56,576,0.973,2.1906810035842295,A,133.43,231.11,High Risk
45,940664,BEVERAGES,5483.0,12.87,32.14,426,0.7196,2.4972804972804976,A,140.29,230.38,High Risk
25,1719236,PRODUCE,8560.0,19.86,20.62,431,0.728,1.0382678751258811,A,90.01,229.03,High Risk
47,1463632,BEVERAGES,6685.0,18.94,22.08,353,0.5963,1.1657866948257654,A,96.37,228.93,High Risk
45,627263,GROCERY I,10489.0,17.84,23.83,588,0.9932,1.335762331838565,A,104.02,228.89,High Risk
44,315277,GROCERY I,11194.0,19.4,21.2,577,0.9747,1.0927835051546393,A,92.54,228.35,High Risk
49,414752,GROCERY I,10090.0,17.28,24.6,584,0.9865,1.4236111111111112,A,107.39,228.33,High Risk
45,468265,BEVERAGES,10758.0,20.0,20.19,538,0.9088,1.0095,A,88.16,228.13,High Risk
49,1958245,BEVERAGES,11473.0,19.45,20.94,590,0.9966,1.0766066838046273,A,91.42,227.54,High Risk
44,116017,GROCERY I,9693.0,17.75,23.34,546,0.9223,1.3149295774647887,A,101.88,226.15,High Risk
44,1464186,BEVERAGES,11497.0,19.52,20.45,589,0.9949,1.0476434426229508,A,89.29,225.92,High Risk
47,2008571,BEVERAGES,5952.0,16.67,24.71,357,0.603,1.4823035392921415,A,107.89,224.6,High Risk
45,1464217,BEVERAGES,9132.0,15.64,26.22,584,0.9865,1.676470588235294,A,114.45,223.91,High Risk
44,358264,GROCERY I,7232.0,12.36,31.14,585,0.9882,2.5194174757281553,A,135.93,222.46,High Risk
47,1165989,GROCERY I,7407.0,14.41,27.77,514,0.8682,1.9271339347675225,A,121.23,222.1,High Risk
45,1012787,GROCERY I,7719.0,13.15,29.71,587,0.9916,2.259315589353612,A,129.7,221.75,High Risk
49,315712,GROCERY I,10530.0,17.94,22.0,587,0.9916,1.2263099219620959,A,96.05,221.62,High Risk
47,1428331,BEVERAGES,9013.0,15.62,25.71,577,0.9747,1.6459667093469912,A,112.25,221.59,High Risk
44,1255777,BEVERAGES,9207.0,16.99,23.45,542,0.9155,1.3802236609770453,A,102.37,221.28,High Risk
47,1975680,GROCERY I,6599.0,13.2,29.46,500,0.8446,2.231818181818182,A,128.6,220.98,High Risk
47,119624,BEVERAGES,9152.0,17.81,21.87,514,0.8682,1.2279618192026953,A,95.46,220.1,High Risk
49,305227,GROCERY I,9429.0,16.51,23.91,571,0.9645,1.448213204118716,A,104.36,219.95,High Risk
44,1975686,GROCERY I,9215.0,16.25,24.27,567,0.9578,1.4935384615384615,A,105.95,219.72,High Risk
45,951675,BEVERAGES,6403.0,11.21,32.22,571,0.9645,2.8742194469223903,A,140.65,219.14,High Risk
44,1146786,GROCERY I,6446.0,12.07,30.74,534,0.902,2.5468102734051365,A,134.2,218.7,High Risk
44,959502,CLEANING,10080.0,18.0,21.13,560,0.9459,1.1738888888888888,A,92.26,218.26,High Risk
45,1975680,GROCERY I,7774.0,13.27,28.28,586,0.9899,2.1311228334589303,A,123.44,216.3,High Risk
47,1070962,GROCERY I,9939.0,17.78,21.0,559,0.9443,1.1811023622047243,A,91.69,216.15,High Risk
45,911429,GROCERY I,8117.0,13.9,27.23,584,0.9865,1.9589928057553956,A,118.86,216.15,High Risk
47,510054,GROCERY I,10496.0,18.41,19.8,570,0.9628,1.075502444323737,A,86.43,215.33,High Risk
49,913102,BEVERAGES,9646.0,18.3,19.77,527,0.8902,1.080327868852459,A,86.31,214.43,High Risk
44,1354383,GROCERY I,6292.0,11.36,30.91,554,0.9358,2.7209507042253525,A,134.93,214.43,High Risk
45,938567,GROCERY I,7715.0,13.78,26.94,560,0.9459,1.9550072568940495,A,117.62,214.06,High Risk
44,1463808,BEVERAGES,10105.0,17.21,21.42,587,0.9916,1.2446252178965718,A,93.5,214.0,High Risk
45,1160882,GROCERY I,5325.0,9.82,33.23,542,0.9155,3.3839103869653764,A,145.07,213.84,High Risk
45,1463801,BEVERAGES,10165.0,17.62,20.68,577,0.9747,1.17366628830874,A,90.29,213.61,High Risk
45,1118775,GROCERY I,6567.0,11.85,29.89,554,0.9358,2.522362869198312,A,130.49,213.47,High Risk
45,850333,GROCERY I,9839.0,16.73,21.98,588,0.9932,1.3138075313807531,A,95.96,213.09,High Risk
47,1937454,BEVERAGES,5125.0,11.6,30.2,442,0.7466,2.603448275862069,A,131.83,212.99,High Risk
47,1463995,BEVERAGES,6499.0,17.33,20.95,375,0.6334,1.2088863242931334,A,91.46,212.77,High Risk
49,510054,GROCERY I,9073.0,16.09,22.63,564,0.9527,1.4064636420136731,A,98.78,211.39,High Risk
47,153267,GROCERY I,10875.0,18.46,18.77,589,0.9949,1.0167930660888407,A,81.92,211.17,High Risk
45,365139,GROCERY I,6159.0,10.6,31.26,581,0.9814,2.949056603773585,A,136.46,210.67,High Risk
44,1091367,GROCERY I,7590.0,13.36,26.82,568,0.9595,2.0074850299401197,A,117.1,210.64,High Risk
47,1047755,BEVERAGES,8789.0,16.01,22.5,549,0.9274,1.4053716427232978,A,98.23,210.3,High Risk
47,1050142,BEVERAGES,5679.0,12.65,27.79,449,0.7584,2.1968379446640314,A,121.31,209.84,High Risk
45,1961595,GROCERY I,6992.0,13.02,27.1,537,0.9071,2.0814132104454686,A,118.3,209.45,High Risk
47,269036,BEVERAGES,9098.0,17.36,20.11,524,0.8851,1.1584101382488479,A,87.8,209.34,High Risk
49,1473396,PRODUCE,10542.458,18.3,18.53,576,0.973,1.012568306010929,A,80.89,209.01,High Risk
44,655427,CLEANING,9541.0,16.25,21.67,587,0.9916,1.3335384615384616,A,94.6,208.38,High Risk
45,1165989,GROCERY I,8475.0,15.19,23.22,558,0.9426,1.5286372613561554,A,101.38,207.69,High Risk
45,1003679,GROCERY I,8857.0,15.06,23.38,588,0.9932,1.552456839309429,A,102.05,207.49,High Risk
25,1153584,BEVERAGES,7855.0,16.75,20.66,469,0.7922,1.2334328358208955,A,90.2,207.44,High Risk
45,1459514,CLEANING,7546.0,13.26,25.69,569,0.9611,1.9374057315233788,A,112.14,204.97,High Risk
44,253145,GROCERY I,5308.0,10.74,29.7,494,0.8345,2.76536312849162,A,129.67,204.89,High Risk
44,305227,GROCERY I,9197.0,15.83,21.54,581,0.9814,1.3607075173720782,A,94.02,204.83,High Risk
44,1489886,PRODUCE,5831.0,17.67,18.57,330,0.5574,1.0509337860780983,A,81.08,204.77,High Risk
47,358519,GROCERY I,8913.0,15.11,22.46,590,0.9966,1.4864328259430841,A,98.05,203.8,High Risk
25,1913236,BEVERAGES,5789.0,17.44,18.69,332,0.5608,1.0716743119266054,A,81.59,203.65,High Risk
47,1165987,GROCERY I,6985.0,11.94,27.28,585,0.9882,2.284757118927973,A,119.09,202.67,High Risk
44,1609719,PRODUCE,6135.0,12.42,26.36,494,0.8345,2.1223832528180355,A,115.06,201.99,High Risk
49,876663,GROCERY I,6485.0,11.46,27.85,566,0.9561,2.4301919720767886,A,121.59,201.8,High Risk
47,655427,CLEANING,9441.0,16.06,20.22,588,0.9932,1.2590286425902864,A,88.28,200.68,High Risk
44,1463852,BEVERAGES,9019.0,16.22,19.93,556,0.9392,1.2287299630086315,A,87.0,200.55,High Risk
47,1047751,BEVERAGES,9146.0,16.16,19.95,566,0.9561,1.234529702970297,A,87.07,200.18,High Risk
25,730258,BEVERAGES,8541.0,17.01,18.41,502,0.848,1.082304526748971,A,80.36,199.46,High Risk
44,1914277,BEVERAGES,9736.0,17.11,18.2,569,0.9611,1.0637054354178843,A,79.46,199.23,High Risk
45,1173210,CLEANING,7704.0,14.67,22.07,525,0.8868,1.5044308111792775,A,96.36,199.08,High Risk
25,1397062,BEVERAGES,7298.0,16.55,19.07,441,0.7449,1.1522658610271903,A,83.24,199.08,High Risk
44,213788,GROCERY I,5637.0,9.91,29.67,569,0.9611,2.993945509586277,A,129.5,198.85,High Risk
25,1149069,PRODUCE,7226.0,14.63,21.99,494,0.8345,1.503075871496924,A,95.98,198.37,High Risk
45,619969,GROCERY I,8993.0,15.72,20.14,572,0.9662,1.2811704834605597,A,87.94,197.99,High Risk
45,315322,GROCERY I,10106.0,17.13,17.78,590,0.9966,1.0379451255107999,A,77.63,197.53,High Risk
44,1428330,BEVERAGES,8927.0,15.63,20.17,571,0.9645,1.290467050543826,A,88.05,197.48,High Risk
44,1146797,GROCERY I,8197.0,13.89,22.66,590,0.9966,1.6313894888408926,A,98.92,196.17,High Risk
44,651523,GROCERY I,6664.0,11.47,26.46,581,0.9814,2.306887532693984,A,115.52,195.81,High Risk
47,2026959,GROCERY I,8900.0,15.37,20.2,579,0.978,1.314248536109304,A,88.17,195.77,High Risk
49,1961595,GROCERY I,6832.0,13.04,23.9,524,0.8851,1.8328220858895705,A,104.33,195.59,High Risk
44,265279,BREAD/BAKERY,8751.0,15.06,20.58,581,0.9814,1.3665338645418326,A,89.83,195.27,High Risk
44,769314,CLEANING,9149.0,15.53,19.79,589,0.9949,1.274307791371539,A,86.4,195.13,High Risk
25,805310,BEVERAGES,6008.0,17.07,17.33,352,0.5946,1.0152314001171645,A,75.63,195.11,High Risk
44,165550,BEVERAGES,9964.0,17.06,17.3,584,0.9865,1.0140679953106684,A,75.51,194.95,High Risk
44,464339,GROCERY I,7277.0,12.33,24.75,590,0.9966,2.0072992700729926,A,108.04,194.37,High Risk
45,418238,BEVERAGES,9485.0,16.97,17.29,559,0.9443,1.018856806128462,A,75.5,194.27,High Risk
47,463901,CLEANING,7810.0,13.37,22.97,584,0.9865,1.718025430067315,A,100.27,193.89,High Risk
44,877514,CLEANING,9347.0,15.9,18.88,588,0.9932,1.1874213836477987,A,82.43,193.7,High Risk
44,1003679,GROCERY I,8270.0,14.04,21.71,589,0.9949,1.5462962962962965,A,94.78,193.07,High Risk
44,1958238,BEVERAGES,7603.0,13.29,22.86,572,0.9662,1.7200902934537248,A,99.81,192.85,High Risk
45,655427,CLEANING,9806.0,16.79,17.21,584,0.9865,1.0250148898153664,A,75.14,192.67,High Risk
44,326951,GROCERY I,9535.0,16.19,18.14,589,0.9949,1.1204447189623223,A,79.19,192.51,High Risk
25,1489880,PRODUCE,5938.0,13.53,22.36,439,0.7416,1.6526237989652623,A,97.63,192.32,High Risk
44,1920071,GROCERY I,8379.0,14.52,20.75,577,0.9747,1.4290633608815428,A,90.58,192.23,High Risk
47,1062374,MEATS,8134.8060000000005,14.74,20.23,552,0.9324,1.3724559023066485,A,88.31,191.47,High Risk
47,1354383,GROCERY I,8844.0,15.96,18.21,554,0.9358,1.1409774436090225,A,79.48,191.23,High Risk
44,1306198,CLEANING,8749.0,14.85,19.98,589,0.9949,1.3454545454545455,A,87.22,191.19,High Risk
45,907684,BEVERAGES,9379.0,16.4,17.41,572,0.9662,1.0615853658536587,A,76.0,190.78,High Risk
44,848765,GROCERY I,8804.0,15.02,19.6,586,0.9899,1.3049267643142477,A,85.55,190.71,High Risk
45,807495,BEVERAGES,7932.0,14.06,21.11,564,0.9527,1.5014224751066856,A,92.17,190.62,High Risk
44,1235334,GROCERY I,5269.0,9.13,28.89,577,0.9747,3.1642935377875134,A,126.13,190.05,High Risk
25,730259,BEVERAGES,6418.0,16.54,16.99,388,0.6554,1.0272067714631197,A,74.18,189.97,High Risk
44,2010568,GROCERY I,8585.0,15.84,18.09,542,0.9155,1.1420454545454546,A,78.98,189.86,High Risk
44,1037856,BEVERAGES,8867.0,15.92,17.84,557,0.9409,1.120603015075377,A,77.89,189.32,High Risk
44,414752,GROCERY I,9335.0,15.93,17.78,586,0.9899,1.1161330822347773,A,77.62,189.13,High Risk
49,208659,GROCERY I,6642.0,11.39,24.55,583,0.9848,2.1553994732221247,A,107.17,186.92,High Risk
44,1463801,BEVERAGES,6866.0,12.46,22.81,551,0.9307,1.8306581059390046,A,99.59,186.82,High Risk
44,502227,GROCERY I,9052.0,15.55,17.85,582,0.9831,1.1479099678456592,A,77.93,186.8,High Risk
45,314570,CLEANING,9126.0,15.49,17.88,589,0.9949,1.1542930923176242,A,78.07,186.53,High Risk
44,360704,GROCERY I,8449.0,14.49,19.48,583,0.9848,1.3443754313319531,A,85.04,186.49,High Risk
44,1047774,BEVERAGES,7665.0,13.86,20.41,553,0.9341,1.4725829725829727,A,89.12,186.14,High Risk
25,1501524,PRODUCE,8012.0,16.15,16.67,496,0.8378,1.032198142414861,A,72.77,185.85,High Risk
45,1354381,GROCERY I,7603.0,12.91,21.82,589,0.9949,1.6901626646010843,A,95.23,185.59,High Risk
45,1958187,BEVERAGES,8122.0,14.0,20.05,580,0.9797,1.4321428571428572,A,87.51,185.54,High Risk
44,314570,CLEANING,8284.0,14.11,19.8,587,0.9916,1.4032600992204112,A,86.45,185.24,High Risk
49,1958238,BEVERAGES,7211.0,12.5,22.35,577,0.9747,1.788,A,97.57,185.05,High Risk
47,418238,BEVERAGES,8490.0,15.11,18.16,562,0.9493,1.201853077432164,A,79.28,185.03,High Risk
44,1970428,GROCERY I,5154.0,11.11,24.5,464,0.7838,2.205220522052205,A,106.94,184.69,High Risk
49,1958187,BEVERAGES,8787.0,15.58,17.27,564,0.9527,1.1084724005134787,A,75.38,184.44,High Risk
25,583795,MEATS,5681.975,12.3,22.46,462,0.7804,1.8260162601626015,A,98.03,184.12,High Risk
44,1464217,BEVERAGES,8514.0,14.63,18.71,582,0.9831,1.278879015721121,A,81.67,184.07,High Risk
45,263583,GROCERY I,6396.0,10.91,24.63,586,0.9899,2.2575618698441797,A,107.52,183.92,High Risk
45,906979,BEVERAGES,8268.0,15.37,17.35,538,0.9088,1.1288223812621991,A,75.76,183.34,High Risk
45,1970428,GROCERY I,5230.0,12.51,21.87,418,0.7061,1.7482014388489209,A,95.48,183.07,High Risk
44,208659,GROCERY I,7232.0,12.51,21.64,578,0.9764,1.729816147082334,A,94.46,182.05,High Risk
44,1489881,PRODUCE,5460.0,15.78,16.34,346,0.5845,1.035487959442332,A,71.32,181.78,High Risk
45,1070962,GROCERY I,7951.0,14.2,18.81,560,0.9459,1.3246478873239436,A,82.1,181.49,High Risk
49,1975715,GROCERY I,7243.0,12.47,21.54,581,0.9814,1.7273456295108258,A,94.04,181.31,High Risk
47,1168717,GROCERY I,8767.0,14.91,17.48,588,0.9932,1.1723675385647216,A,76.31,180.67,High Risk
44,1404385,BEVERAGES,6762.0,12.86,20.74,526,0.8885,1.6127527216174182,A,90.53,180.52,High Risk
47,1976260,BEVERAGES,6208.0,15.1,17.12,411,0.6943,1.1337748344370862,A,74.75,180.48,High Risk
47,1149069,PRODUCE,8891.0,15.54,16.33,572,0.9662,1.0508365508365507,A,71.28,180.09,High Risk
25,1224521,BEVERAGES,6025.0,14.88,17.4,405,0.6841,1.1693548387096773,A,75.95,180.09,High Risk
44,1040348,GROCERY I,8604.0,14.68,17.62,586,0.9899,1.2002724795640327,A,76.93,179.71,High Risk
47,358264,GROCERY I,5286.0,9.86,25.29,536,0.9054,2.5649087221095335,A,110.42,179.46,High Risk
49,1091367,GROCERY I,8158.0,14.26,17.93,572,0.9662,1.2573632538569426,A,78.27,178.11,High Risk
47,1898960,BEVERAGES,6065.0,14.04,18.29,432,0.7297,1.3027065527065527,A,79.84,178.11,High Risk
44,1463887,BEVERAGES,8515.0,15.18,16.39,561,0.9476,1.0797101449275364,A,71.54,177.78,High Risk
49,1070962,GROCERY I,8650.0,15.47,15.86,559,0.9443,1.0252100840336134,A,69.25,177.57,High Risk
44,1281011,BEVERAGES,5756.0,10.45,23.92,551,0.9307,2.288995215311005,A,104.43,177.56,High Risk
47,414421,GROCERY I,6341.0,10.8,23.32,587,0.9916,2.159259259259259,A,101.82,177.43,High Risk
44,1971255,BEVERAGES,7117.0,15.54,15.62,458,0.7736,1.005148005148005,A,68.18,176.95,High Risk
45,1047774,BEVERAGES,6033.0,11.17,22.51,540,0.9122,2.0152193375111906,A,98.25,176.45,High Risk
44,679442,BEVERAGES,5217.0,12.82,19.67,407,0.6875,1.5343213728549143,A,85.87,175.6,High Risk
